stop_id,stop_lat,stop_lon
198,48.48588014,007.66154047
199,48.49313014,007.66390914
200,48.49133189,007.66399283
201,48.48953363,007.66407651
202,48.48773538,007.66416018
203,48.48593712,007.66424384
204,48.59029060,007.66208781
205,48.58849242,007.66217181
206,48.58669425,007.66225580
207,48.58489607,007.66233979
208,48.57950153,007.66259170
209,48.49498532,007.66652931
210,48.49318707,007.66661291
211,48.49138881,007.66669650
212,48.48959056,007.66678008
213,48.48779230,007.66686365
214,48.59394394,007.66462899
215,48.59214577,007.66471291
216,48.59034759,007.66479682
217,48.58854941,007.66488072
218,48.58675123,007.66496462
219,48.58495305,007.66504850
220,48.58315487,007.66513238
221,48.58135669,007.66521625
222,48.57955850,007.66530012
223,48.49324393,007.66931668
224,48.49144567,007.66940017
225,48.48964742,007.66948365
226,48.59220269,007.66742201
227,48.59040451,007.66750583
228,48.58860634,007.66758963
229,48.58680815,007.66767343
230,48.58500997,007.66775722
231,48.58321179,007.66784100
232,48.51847619,007.67085212
233,48.49509899,007.67193705
234,48.49330073,007.67202045
235,48.48970421,007.67218724
236,48.59046137,007.67021484
237,48.58866319,007.67029855
238,48.58686501,007.67038225
239,48.58506682,007.67046594
240,48.55090103,007.67205468
241,48.48976094,007.67489082
242,48.48796268,007.67497411
243,48.58692180,007.67309108
244,48.58512361,007.67317468
245,48.58332542,007.67325826
246,48.55994883,007.67434423
247,48.55635241,007.67451118
248,48.55275599,007.67467811
249,48.53477377,007.67551229
250,48.49161586,007.67751122
251,48.48981760,007.67759442
252,48.48801933,007.67767761
253,48.59956581,007.67521520
254,48.59776763,007.67529876
255,48.58518033,007.67588341
256,48.56360194,007.67688481
257,48.56180373,007.67696821
258,48.56000552,007.67705160
259,48.55820731,007.67713499
260,48.55640909,007.67721836
261,48.55461088,007.67730173
262,48.55281266,007.67738510
263,48.55101445,007.67746845
264,48.54921623,007.67755180
265,48.54741801,007.67763514
266,48.53662866,007.67813502
267,48.53483042,007.67821831
268,48.53303219,007.67830159
269,48.52404101,007.67871787
270,48.52224277,007.67880110
271,48.51864629,007.67896755
272,48.51684804,007.67905076
273,48.51504980,007.67913396
274,48.49347073,007.68013181
275,48.49167246,007.68021492
276,48.48987420,007.68029802
277,48.48807593,007.68038111
278,48.61041154,007.67742383
279,48.60861337,007.67750733
280,48.58883336,007.67842534
281,48.58703517,007.67850875
282,48.58523698,007.67859215
283,48.58343879,007.67867555
284,48.56365856,007.67959238
285,48.56186035,007.67967569
286,48.56006214,007.67975898
287,48.55826392,007.67984227
288,48.55646571,007.67992555
289,48.55466749,007.68000882
290,48.55286927,007.68009209
291,48.55107105,007.68017535
292,48.54927283,007.68025860
293,48.54747461,007.68034184
294,48.54567639,007.68042508
295,48.53848348,007.68075794
296,48.53668525,007.68084114
297,48.53488701,007.68092433
298,48.53308878,007.68100751
299,48.53129054,007.68109069
300,48.52949231,007.68117385
301,48.52769407,007.68125701
302,48.52589583,007.68134017
303,48.52409759,007.68142331
304,48.52229934,007.68150645
305,48.52050110,007.68158958
306,48.51870285,007.68167270
307,48.51690461,007.68175581
308,48.51510636,007.68183892
309,48.49352726,007.68283561
310,48.49172899,007.68291862
311,48.48993073,007.68300162
312,48.60866999,007.68021734
313,48.60687181,007.68030074
314,48.60507363,007.68038413
315,48.60147727,007.68055088
316,48.59068815,007.68105096
317,48.58888996,007.68113428
318,48.58709176,007.68121759
319,48.58529357,007.68130090
320,48.58349537,007.68138419
321,48.56371512,007.68229996
322,48.56191691,007.68238317
323,48.56011869,007.68246637
324,48.55832048,007.68254956
325,48.55652226,007.68263275
326,48.55472404,007.68271592
327,48.55292582,007.68279909
328,48.55112760,007.68288225
329,48.54932937,007.68296540
330,48.54753115,007.68304855
331,48.54573292,007.68313169
332,48.54213647,007.68329794
333,48.53854000,007.68346417
334,48.53674177,007.68354727
335,48.53494354,007.68363036
336,48.53314530,007.68371345
337,48.53134706,007.68379652
338,48.52954882,007.68387959
339,48.52415409,007.68412876
340,48.52235585,007.68421180
341,48.52055760,007.68429483
342,48.51875936,007.68437786
343,48.49718027,007.68537357
344,48.49538200,007.68545650
345,48.49358373,007.68553942
346,48.49178546,007.68562233
347,48.48998719,007.68570523
348,48.61412107,007.68267742
349,48.61052472,007.68284405
350,48.60872654,007.68292736
351,48.60692836,007.68301066
352,48.60513018,007.68309395
353,48.60333200,007.68317723
354,48.59613925,007.68351029
355,48.59434106,007.68359354
356,48.59254287,007.68367677
357,48.59074468,007.68376000
358,48.58894648,007.68384323
359,48.58714829,007.68392644
360,48.58535009,007.68400965
361,48.58355189,007.68409285
362,48.58175369,007.68417604
363,48.57995549,007.68425923
364,48.57815729,007.68434240
365,48.57635908,007.68442558
366,48.56556983,007.68492444
367,48.56377162,007.68500755
368,48.56197340,007.68509066
369,48.56017518,007.68517376
370,48.55837696,007.68525686
371,48.55657874,007.68533994
372,48.55478052,007.68542302
373,48.55298230,007.68550610
374,48.55118408,007.68558916
375,48.54938585,007.68567222
376,48.54758762,007.68575527
377,48.54219293,007.68600437
378,48.53859647,007.68617040
379,48.53679823,007.68625340
380,48.53499999,007.68633640
381,48.53320175,007.68641938
382,48.53140351,007.68650236
383,48.52241229,007.68691716
384,48.52061404,007.68700009
385,48.51881579,007.68708302
386,48.51521929,007.68724885
387,48.49903494,007.68799473
388,48.49723667,007.68807757
389,48.49543840,007.68816040
390,48.49184186,007.68832604
391,48.49004359,007.68840885
392,48.48824531,007.68849165
393,48.48644704,007.68857444
394,48.61417756,007.68538773
395,48.61237939,007.68547095
396,48.61058121,007.68555417
397,48.60878303,007.68563738
398,48.60698485,007.68572058
399,48.60518666,007.68580378
400,48.60338848,007.68588696
401,48.59619572,007.68621963
402,48.59439753,007.68630278
403,48.59259934,007.68638592
404,48.59080114,007.68646905
405,48.58900294,007.68655218
406,48.58720475,007.68663530
407,48.58540655,007.68671841
408,48.58360835,007.68680151
409,48.58181014,007.68688461
410,48.58001194,007.68696769
411,48.57821374,007.68705077
412,48.57641553,007.68713385
413,48.57461732,007.68721691
414,48.56742447,007.68754910
415,48.56562626,007.68763212
416,48.56382804,007.68771514
417,48.56202983,007.68779816
418,48.56023161,007.68788116
419,48.55843338,007.68796416
420,48.55663516,007.68804715
421,48.55483694,007.68813013
422,48.55303871,007.68821311
423,48.55124049,007.68829607
424,48.54944226,007.68837903
425,48.54764403,007.68846198
426,48.53325814,007.68912533
427,48.53145990,007.68920821
428,48.52966165,007.68929109
429,48.52426691,007.68953967
430,48.52246866,007.68962252
431,48.52067041,007.68970536
432,48.50088955,007.69061609
433,48.49909128,007.69069884
434,48.49549474,007.69086431
435,48.49189819,007.69102976
436,48.49009992,007.69111247
437,48.48830164,007.69119517
438,48.48650336,007.69127787
439,48.64839915,007.68651720
440,48.61603217,007.68801491
441,48.61423399,007.68809805
442,48.61243581,007.68818117
443,48.61063763,007.68826429
444,48.60883945,007.68834741
445,48.60704126,007.68843051
446,48.60524308,007.68851361
447,48.60344489,007.68859670
448,48.59805032,007.68884592
449,48.59625213,007.68892898
450,48.59445393,007.68901203
451,48.59265573,007.68909507
452,48.59085754,007.68917811
453,48.58905934,007.68926114
454,48.58726114,007.68934416
455,48.58366473,007.68951018
456,48.58186653,007.68959317
457,48.58006832,007.68967617
458,48.57827012,007.68975915
459,48.57647191,007.68984212
460,48.57467370,007.68992509
461,48.57287549,007.69000805
462,48.56748084,007.69025689
463,48.56568262,007.69033982
464,48.56388440,007.69042274
465,48.56208618,007.69050566
466,48.56028796,007.69058857
467,48.55848974,007.69067147
468,48.55669151,007.69075436
469,48.55489329,007.69083724
470,48.55309506,007.69092012
471,48.55129683,007.69100299
472,48.53511271,007.69174848
473,48.53331446,007.69183128
474,48.52432322,007.69224514
475,48.52252497,007.69232789
476,48.50094583,007.69332030
477,48.49914756,007.69340295
478,48.49555102,007.69356823
479,48.49375274,007.69365086
480,48.49195446,007.69373348
481,48.49015619,007.69381610
482,48.48835791,007.69389870
483,48.48655962,007.69398130
484,48.65025371,007.68914619
485,48.64845555,007.68922937
486,48.61608853,007.69072534
487,48.61429035,007.69080837
488,48.61249217,007.69089140
489,48.61069399,007.69097443
490,48.60889580,007.69105744
491,48.60709761,007.69114045
492,48.60529943,007.69122345
493,48.60350124,007.69130644
494,48.59990485,007.69147240
495,48.59810666,007.69155537
496,48.59630846,007.69163833
497,48.59451027,007.69172128
498,48.59271207,007.69180423
499,48.58911567,007.69197010
500,48.58731746,007.69205302
501,48.58551926,007.69213594
502,48.58192285,007.69230175
503,48.58012464,007.69238464
504,48.57832643,007.69246753
505,48.57652822,007.69255041
506,48.57473001,007.69263328
507,48.57293179,007.69271614
508,48.56933536,007.69288185
509,48.56753714,007.69296469
510,48.56573892,007.69304752
511,48.56394070,007.69313035
512,48.56214248,007.69321317
513,48.56034425,007.69329598
514,48.55854603,007.69337878
515,48.55674780,007.69346157
516,48.55494957,007.69354436
517,48.55315134,007.69362714
518,48.54056369,007.69420640
519,48.53876545,007.69428912
520,48.53696721,007.69437183
521,48.53516896,007.69445453
522,48.53337072,007.69453723
523,48.52437947,007.69495061
524,48.52258121,007.69503326
525,48.50459859,007.69585938
526,48.50280032,007.69594195
527,48.50100205,007.69602451
528,48.49380895,007.69635468
529,48.49201067,007.69643721
530,48.49021239,007.69651973
531,48.48841410,007.69660224
532,48.68267662,007.69036167
533,48.68087849,007.69044489
534,48.65031005,007.69185847
535,48.64851189,007.69194155
536,48.62693390,007.69293797
537,48.61794301,007.69335282
538,48.61614483,007.69343576
539,48.61434665,007.69351870
540,48.61254846,007.69360164
541,48.61075028,007.69368456
542,48.60355752,007.69401618
543,48.60175932,007.69409907
544,48.59996113,007.69418195
545,48.59816293,007.69426482
546,48.59636473,007.69434769
547,48.59456654,007.69443054
548,48.59276833,007.69451339
549,48.59097013,007.69459623
550,48.58917193,007.69467907
551,48.58737372,007.69476189
552,48.58557552,007.69484471
553,48.58377731,007.69492753
554,48.58197910,007.69501033
555,48.58018089,007.69509313
556,48.57838268,007.69517591
557,48.57658446,007.69525870
558,48.56939160,007.69558975
559,48.56759338,007.69567249
560,48.56579515,007.69575523
561,48.56399693,007.69583796
562,48.56219870,007.69592068
563,48.56040048,007.69600339
564,48.55860225,007.69608610
565,48.55680402,007.69616880
566,48.53702340,007.69707798
567,48.53522516,007.69716059
568,48.53342691,007.69724319
569,48.52263739,007.69773864
570,48.51184782,007.69823382
571,48.51004955,007.69831632
572,48.50645301,007.69848131
573,48.50465474,007.69856379
574,48.50285647,007.69864626
575,48.49386508,007.69905852
576,48.49206680,007.69914094
577,48.49026852,007.69922337
578,48.48847024,007.69930578
579,48.48667195,007.69938819
580,48.68453107,007.69299258
581,48.68273294,007.69307571
582,48.68093481,007.69315883
583,48.67913667,007.69324195
584,48.65216448,007.69448776
585,48.65036632,007.69457075
586,48.64856816,007.69465374
587,48.61620106,007.69614620
588,48.61260469,007.69631187
589,48.61080650,007.69639470
590,48.60181554,007.69680872
591,48.60001734,007.69689151
592,48.59821914,007.69697428
593,48.59642094,007.69705705
594,48.59462274,007.69713981
595,48.59282454,007.69722256
596,48.59102633,007.69730531
597,48.58922812,007.69738804
598,48.58742992,007.69747077
599,48.58563171,007.69755349
600,48.58383350,007.69763621
601,48.58203529,007.69771892
602,48.58023707,007.69780161
603,48.57843886,007.69788431
604,48.57664064,007.69796699
605,48.56944777,007.69829765
606,48.56764954,007.69838030
607,48.56585132,007.69846294
608,48.56405309,007.69854557
609,48.56225487,007.69862820
610,48.56045664,007.69871081
611,48.55865841,007.69879342
612,48.54966723,007.69920635
613,48.53707953,007.69978414
614,48.52988653,007.70011414
615,48.51729871,007.70069136
616,48.50650910,007.70118582
617,48.50471083,007.70126820
618,48.49032459,007.70192701
619,48.48852630,007.70200933
620,48.48672801,007.70209163
621,48.47593825,007.70258533
622,48.68458732,007.69570672
623,48.68278919,007.69578976
624,48.68099105,007.69587278
625,48.67919292,007.69595580
626,48.65401885,007.69711724
627,48.65222069,007.69720015
628,48.65042253,007.69728304
629,48.64862437,007.69736593
630,48.62344997,007.69852558
631,48.60366988,007.69943569
632,48.60187168,007.69951839
633,48.60007348,007.69960107
634,48.59827528,007.69968375
635,48.59647708,007.69976642
636,48.59467888,007.69984908
637,48.59288067,007.69993174
638,48.59108246,007.70001438
639,48.58928425,007.70009702
640,48.58748605,007.70017965
641,48.58568783,007.70026228
642,48.58388962,007.70034490
643,48.58209141,007.70042751
644,48.58029319,007.70051011
645,48.57849498,007.70059270
646,48.57669676,007.70067529
647,48.57130209,007.70092301
648,48.56950387,007.70100556
649,48.56770565,007.70108811
650,48.56590742,007.70117066
651,48.56410919,007.70125319
652,48.56231096,007.70133572
653,48.54972331,007.70191320
654,48.53353909,007.70265513
655,48.52454781,007.70306705
656,48.52274954,007.70314942
657,48.52095128,007.70323177
658,48.51555648,007.70347879
659,48.51375822,007.70356111
660,48.51195995,007.70364343
661,48.48858230,007.70471288
662,48.47779254,007.70520604
663,48.47599424,007.70528821
664,48.68644165,007.69833793
665,48.68464351,007.69842087
666,48.68284538,007.69850381
667,48.68104724,007.69858673
668,48.67924910,007.69866965
669,48.65587316,007.69974692
670,48.65407500,007.69982973
671,48.65227684,007.69991254
672,48.65047867,007.69999534
673,48.64868051,007.70007813
674,48.62530426,007.70115373
675,48.62350607,007.70123641
676,48.60372596,007.70214546
677,48.60192776,007.70222805
678,48.60012956,007.70231064
679,48.59833136,007.70239322
680,48.59653315,007.70247579
681,48.59473495,007.70255836
682,48.59293674,007.70264091
683,48.59113853,007.70272347
684,48.58934032,007.70280601
685,48.58754211,007.70288854
686,48.58394568,007.70305359
687,48.58214746,007.70313610
688,48.58034925,007.70321861
689,48.57855103,007.70330111
690,48.57675281,007.70338360
691,48.57135814,007.70363102
692,48.56955991,007.70371348
693,48.56776168,007.70379593
694,48.56236699,007.70404325
695,48.56056876,007.70412567
696,48.54977933,007.70462005
697,48.54798108,007.70470242
698,48.54618284,007.70478478
699,48.54438459,007.70486714
700,48.54258634,007.70494948
701,48.54078809,007.70503182
702,48.53898984,007.70511416
703,48.53719159,007.70519648
704,48.53539334,007.70527880
705,48.53359508,007.70536111
706,48.52999857,007.70552571
707,48.52460379,007.70577255
708,48.52280552,007.70585481
709,48.52100726,007.70593707
710,48.51920899,007.70601932
711,48.51741072,007.70610156
712,48.51561245,007.70618380
713,48.51381418,007.70626603
714,48.51201591,007.70634825
715,48.51021764,007.70643046
716,48.48863824,007.70741643
717,48.47964676,007.70782694
718,48.47784846,007.70790902
719,48.47605016,007.70799109
720,48.68649777,007.70105218
721,48.67211263,007.70171472
722,48.66671818,007.70196306
723,48.65592924,007.70245951
724,48.65413108,007.70254223
725,48.65233292,007.70262494
726,48.64693842,007.70287302
727,48.62715849,007.70378207
728,48.62536030,007.70386466
729,48.62356212,007.70394725
730,48.62176393,007.70402983
731,48.61097478,007.70452516
732,48.60917658,007.70460768
733,48.60198378,007.70493772
734,48.60018557,007.70502021
735,48.59838737,007.70510270
736,48.59658916,007.70518517
737,48.59479095,007.70526764
738,48.59299274,007.70535010
739,48.59119453,007.70543255
740,48.58939632,007.70551500
741,48.58759810,007.70559744
742,48.58579989,007.70567987
743,48.58400167,007.70576229
744,48.58220345,007.70584471
745,48.58040523,007.70592711
746,48.57860701,007.70600951
747,48.57680879,007.70609191
748,48.57501056,007.70617429
749,48.56781765,007.70650376
750,48.56601942,007.70658611
751,48.56422119,007.70666845
752,48.56242295,007.70675078
753,48.56062472,007.70683311
754,48.55882648,007.70691543
755,48.55702824,007.70699774
756,48.55523000,007.70708004
757,48.54983527,007.70732690
758,48.54803703,007.70740918
759,48.54623878,007.70749144
760,48.54444053,007.70757370
761,48.54264228,007.70765595
762,48.54084403,007.70773819
763,48.53904578,007.70782043
764,48.53724752,007.70790266
765,48.53544927,007.70798488
766,48.53365101,007.70806709
767,48.53005449,007.70823150
768,48.52825623,007.70831369
769,48.52645797,007.70839587
770,48.52465970,007.70847805
771,48.52286143,007.70856021
772,48.52106317,007.70864238
773,48.51926490,007.70872453
774,48.51746663,007.70880668
775,48.51566836,007.70888881
776,48.51387008,007.70897095
777,48.51207181,007.70905307
778,48.51027353,007.70913519
779,48.50847525,007.70921729
780,48.49229069,007.70995594
781,48.48869410,007.71012000
782,48.48689581,007.71020202
783,48.48150092,007.71044803
784,48.47970261,007.71053002
785,48.47610601,007.71069398
786,48.67396682,007.70434551
787,48.67216867,007.70442820
788,48.67037052,007.70451089
789,48.66857237,007.70459357
790,48.66677421,007.70467624
791,48.66497606,007.70475890
792,48.64339808,007.70575028
793,48.63800356,007.70599796
794,48.63620538,007.70608050
795,48.63440720,007.70616304
796,48.63260902,007.70624557
797,48.62361809,007.70665809
798,48.61282893,007.70715288
799,48.60923254,007.70731775
800,48.60743434,007.70740017
801,48.60563613,007.70748259
802,48.60383793,007.70756500
803,48.60203972,007.70764740
804,48.60024152,007.70772979
805,48.59844331,007.70781218
806,48.59664510,007.70789456
807,48.59484689,007.70797693
808,48.59304868,007.70805929
809,48.59125046,007.70814165
810,48.58945225,007.70822400
811,48.58585581,007.70838867
812,48.58405759,007.70847099
813,48.58225937,007.70855331
814,48.58046115,007.70863562
815,48.57866293,007.70871793
816,48.57686470,007.70880022
817,48.57506648,007.70888251
818,48.57326825,007.70896479
819,48.56787356,007.70921159
820,48.56607532,007.70929384
821,48.56427709,007.70937608
822,48.56247885,007.70945832
823,48.56068061,007.70954055
824,48.55888237,007.70962277
825,48.55708413,007.70970498
826,48.55528589,007.70978719
827,48.55348765,007.70986939
828,48.54989115,007.71003376
829,48.54809291,007.71011594
830,48.54629466,007.71019811
831,48.54449641,007.71028027
832,48.54269815,007.71036242
833,48.54089990,007.71044457
834,48.53910164,007.71052671
835,48.53730339,007.71060884
836,48.53550513,007.71069096
837,48.53370687,007.71077308
838,48.53190861,007.71085519
839,48.53011034,007.71093729
840,48.52831208,007.71101938
841,48.52651382,007.71110147
842,48.52471555,007.71118355
843,48.52291728,007.71126562
844,48.52111901,007.71134769
845,48.51932074,007.71142974
846,48.51752247,007.71151179
847,48.51572419,007.71159383
848,48.51392592,007.71167587
849,48.51212764,007.71175789
850,48.51032936,007.71183991
851,48.50853108,007.71192193
852,48.50673280,007.71200393
853,48.49234650,007.71265970
854,48.49054820,007.71274164
855,48.48874991,007.71282357
856,48.48695161,007.71290549
857,48.48515331,007.71298740
858,48.48335501,007.71306931
859,48.48155671,007.71315121
860,48.67402279,007.70705909
861,48.67222464,007.70714168
862,48.67042649,007.70722427
863,48.66862833,007.70730685
864,48.66683018,007.70738943
865,48.66503202,007.70747199
866,48.66323386,007.70755455
867,48.66143570,007.70763710
868,48.64525219,007.70837973
869,48.64345402,007.70846220
870,48.64165584,007.70854467
871,48.63985766,007.70862713
872,48.63805948,007.70870959
873,48.63626130,007.70879203
874,48.63446312,007.70887447
875,48.62367400,007.70936894
876,48.61468303,007.70978080
877,48.61288483,007.70986315
878,48.60928843,007.71002782
879,48.60749022,007.71011015
880,48.60569202,007.71019247
881,48.60389381,007.71027478
882,48.60209561,007.71035708
883,48.60029740,007.71043938
884,48.59849919,007.71052167
885,48.59670098,007.71060395
886,48.59490276,007.71068622
887,48.59310455,007.71076849
888,48.59130633,007.71085075
889,48.58950811,007.71093300
890,48.58591168,007.71109748
891,48.58411345,007.71117971
892,48.58231523,007.71126193
893,48.58051701,007.71134414
894,48.57871878,007.71142635
895,48.57692055,007.71150855
896,48.57512232,007.71159074
897,48.57332409,007.71167292
898,48.57152586,007.71175510
899,48.56972763,007.71183727
900,48.56792939,007.71191943
901,48.56613116,007.71200158
902,48.56253468,007.71216587
903,48.56073644,007.71224800
904,48.55713996,007.71241224
905,48.55534171,007.71249435
906,48.55354347,007.71257645
907,48.55174522,007.71265854
908,48.54994697,007.71274063
909,48.54455221,007.71298684
910,48.54275396,007.71306890
911,48.54095570,007.71315095
912,48.53915745,007.71323299
913,48.53556093,007.71339705
914,48.53376266,007.71347907
915,48.53196440,007.71356109
916,48.53016613,007.71364309
917,48.52836787,007.71372509
918,48.52656960,007.71380708
919,48.52477133,007.71388906
920,48.52297306,007.71397103
921,48.52117479,007.71405300
922,48.51937652,007.71413496
923,48.51757824,007.71421691
924,48.51577996,007.71429886
925,48.51398169,007.71438080
926,48.51218341,007.71446273
927,48.51038513,007.71454465
928,48.50858684,007.71462656
929,48.50678856,007.71470847
930,48.49240224,007.71536347
931,48.49060394,007.71544531
932,48.48880564,007.71552714
933,48.48700734,007.71560897
934,48.48520904,007.71569078
935,48.48341074,007.71577260
936,48.48161244,007.71585440
937,48.67228055,007.70985517
938,48.67048239,007.70993766
939,48.66868423,007.71002014
940,48.66688608,007.71010262
941,48.66508792,007.71018509
942,48.66328975,007.71026755
943,48.66149159,007.71035000
944,48.64530806,007.71109175
945,48.64350989,007.71117413
946,48.64171171,007.71125650
947,48.63991353,007.71133887
948,48.63811535,007.71142122
949,48.63631716,007.71150357
950,48.62372985,007.71207980
951,48.61473886,007.71249117
952,48.61294066,007.71257342
953,48.61114246,007.71265566
954,48.60934425,007.71273790
955,48.60754605,007.71282013
956,48.60574784,007.71290235
957,48.60394963,007.71298456
958,48.60215142,007.71306677
959,48.60035321,007.71314897
960,48.59855500,007.71323116
961,48.59675679,007.71331334
962,48.59495857,007.71339552
963,48.59316035,007.71347769
964,48.59136213,007.71355985
965,48.58956391,007.71364200
966,48.58596747,007.71380629
967,48.58416925,007.71388842
968,48.58237102,007.71397055
969,48.58057279,007.71405266
970,48.57877457,007.71413477
971,48.57697634,007.71421687
972,48.57517811,007.71429897
973,48.57337987,007.71438105
974,48.57158164,007.71446313
975,48.56978340,007.71454520
976,48.56798517,007.71462727
977,48.55719571,007.71511950
978,48.55539747,007.71520151
979,48.55359922,007.71528351
980,48.55180097,007.71536551
981,48.54101144,007.71585734
982,48.53921318,007.71593928
983,48.53561666,007.71610315
984,48.53381839,007.71618507
985,48.53202013,007.71626699
986,48.53022186,007.71634890
987,48.52842359,007.71643080
988,48.52662532,007.71651269
989,48.52482705,007.71659457
990,48.52302878,007.71667645
991,48.52123050,007.71675832
992,48.51943223,007.71684019
993,48.51763395,007.71692204
994,48.51583567,007.71700389
995,48.51403739,007.71708573
996,48.51223911,007.71716756
